TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_baskervilles_8_u	20	1.0	9064	120	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_8_u	20	1.0	12273	14780	 interesting reading	 interesting reading
doyle_baskervilles_8_u	22	0.9545454545454546	15254	3672	 considerably interest	 considerable interest
doyle_scarlet_11_d	20	0.95	6226	1010	d the conversation d	d the conversation. 
doyle_scarlet_11_d	20	0.95	8025	14224	 which opened into a	 which opened into t
doyle_scarlet_11_d	21	0.9523809523809523	8723	10127	 sprang to his feet w	 sprang to his feet, 
doyle_scarlet_11_d	21	0.9523809523809523	8723	15387	 sprang to his feet w	 sprang to his feet, 
doyle_adventures_8_d	32	1.0	3134	27662	 tapped me on the shoulder, and 	 tapped me on the shoulder, and 
doyle_adventures_8_d	20	0.95	4828	25648	 Sherlock Holmes yet	 Sherlock Holmes ret
doyle_adventures_8_d	20	0.95	7345	22329	ce, I think that he 	ce, I think that the
doyle_adventures_8_d	20	0.95	10173	37892	. I have no doubt, h	. I have no doubt th
doyle_adventures_8_d	27	1.0	10199	41772	, that we shall be able to 	, that we shall be able to 
doyle_adventures_8_d	22	0.9545454545454546	10595	21349	hat do you think of th	hat do you think of it
doyle_adventures_8_d	22	0.9545454545454546	12082	40713	 it would have been de	 it would have been re
doyle_adventures_8_d	21	1.0	12323	21388	ked Sherlock Holmes, 	ked Sherlock Holmes, 
doyle_signoffour_6_d	22	0.9545454545454546	7181	8110	 vegetable alkaloid, n	 vegetable alkaloid," 
doyle_signoffour_6_d	23	0.9565217391304348	9064	9774	 Mr. Sherlock Holmes,” 	 Mr. Sherlock Holmes, t
doyle_signoffour_6_d	24	1.0	10529	13562	 his hands, and looking 	 his hands, and looking 
doyle_signoffour_6_d	23	1.0	10594	10965	What do you think of th	What do you think of th
doyle_signoffour_6_d	20	0.95	12325	4728	d Sherlock Holmes, s	d Sherlock Holmes, p
doyle_signoffour_6_d	21	0.9523809523809523	12325	14726	d Sherlock Holmes, st	d Sherlock Holmes, tu
doyle_signoffour_6_d	20	0.95	14465	3505	, shaking his hand. 	, shaking his head. 
doyle_scarlet_6_d	20	1.0	3033	12154	n the very day that 	n the very day that 
doyle_scarlet_6_d	22	0.9545454545454546	3144	15158	 on the shoulder, and 	 on the shoulder and w
doyle_scarlet_6_d	24	0.9583333333333334	9063	6445	, Mr. Sherlock Holmes,” 	, Mr. Sherlock Holmes, f
doyle_scarlet_6_d	24	0.9583333333333334	9063	8570	, Mr. Sherlock Holmes,” 	, Mr. Sherlock Holmes, w
doyle_scarlet_6_d	20	0.95	9798	2981	e at which he had be	e at which he had bo
doyle_scarlet_6_d	21	0.9523809523809523	10146	11717	 more than one in a m	 more than once in a 
doyle_scarlet_6_d	21	0.9523809523809523	10172	6986	n. I have no doubt, h	n. I have no doubt th
doyle_scarlet_6_d	20	0.95	12324	8223	ed Sherlock Holmes, 	ed Sherlock Holmes. 
doyle_scarlet_6_d	20	0.95	12325	14353	d Sherlock Holmes, s	d Sherlock Holmes, w
doyle_scarlet_14_d	26	0.9615384615384616	6028	857	,” returned my companion. 	,” returned my companion, 
