TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_baskervilles_9_u	25	0.96	229	19568	 in the centre of the gla	 in the centre of the bla
doyle_baskervilles_9_u	20	1.0	456	18673	 his hands together 	 his hands together 
doyle_baskervilles_9_u	22	1.0	562	6708	 never for an instant 	 never for an instant 
doyle_baskervilles_9_u	22	1.0	1836	19568	 in the centre of the 	 in the centre of the 
doyle_baskervilles_9_u	20	1.0	7427	6710	ever for an instant 	ever for an instant 
doyle_baskervilles_9_u	20	0.95	9564	21263	 that I could not be	 that I could not te
doyle_baskervilles_9_u	20	0.95	9680	21263	 that I could not be	 that I could not te
doyle_baskervilles_9_u	20	0.95	12262	1428	 that I can hardly b	 that I can hardly i
doyle_baskervilles_9_u	21	1.0	12937	17614	 pressed against the 	 pressed against the 
doyle_baskervilles_9_u	22	0.9545454545454546	13110	32574	 the man was gone. Whe	 the man was gone. The
doyle_baskervilles_9_u	20	1.0	14221	26880	 for a few moments. 	 for a few moments. 
doyle_baskervilles_9_u	20	0.95	15312	21831	 to think that the h	 to think that the w
doyle_baskervilles_9_u	20	0.95	17414	34203	 some light upon tha	 some light upon thi
doyle_baskervilles_9_u	20	0.95	18050	16890	 down the passage. "	 down the passage. T
doyle_baskervilles_9_u	20	0.95	18803	31365	 the space between, 	 the space between u
doyle_scarlet_2_d	23	0.9565217391304348	2081	19250	 Mr. Sherlock Holmes, a	 Mr. Sherlock Holmes,” 
doyle_scarlet_2_d	22	1.0	16597	18539	 I thought it best to 	 I thought it best to 
doyle_scarlet_12_d	22	0.9545454545454546	118	4841	 until he came to a do	 until he came to a mo
doyle_scarlet_12_d	21	1.0	8949	474	on either side of the	on either side of the
doyle_scarlet_12_d	20	0.95	15312	2057	 to think that the h	 to think that they 
doyle_scarlet_12_d	21	0.9523809523809523	15457	4619	 which he had taken o	 which he had taken. 
doyle_signoffour_2_d	20	0.95	5611	7149	 Miss Morstan, "but 	 Miss Morstan, but i
doyle_signoffour_2_d	20	0.95	8435	3130	 and from that day h	 and from that day t
doyle_signoffour_2_d	20	0.95	14572	910	 Sherlock Holmes lea	 Sherlock Holmes pla
doyle_signoffour_2_d	22	1.0	14600	1649	 in his chair with an 	 in his chair with an 
doyle_signoffour_2_d	24	0.9583333333333334	14913	6840	 from one to the other o	 from one to the other. 
doyle_signoffour_2_d	30	0.9666666666666667	14913	7526	 from one to the other of us w	 from one to the other of us, 
doyle_signoffour_2_d	20	0.95	16844	3018	 communicated with M	 communicated with t
doyle_signoffour_2_d	21	0.9523809523809523	16844	3939	 communicated with Mi	 communicated with hi
doyle_baskervilles_7_u	24	0.9583333333333334	142	9783	 upon the right, which h	 upon the right which ha
doyle_baskervilles_7_u	20	0.95	1176	7664	 the appearance of t	 the appearance of a
doyle_baskervilles_7_u	21	1.0	2080	8179	s Mr. Sherlock Holmes	s Mr. Sherlock Holmes
doyle_baskervilles_7_u	22	0.9545454545454546	2081	8650	 Mr. Sherlock Holmes, 	 Mr. Sherlock Holmes i
doyle_baskervilles_7_u	20	0.95	9564	10360	 that I could not be	 that I could not he
doyle_baskervilles_7_u	21	0.9523809523809523	9679	10359	n that I could not be	n that I could not he
doyle_baskervilles_7_u	21	0.9523809523809523	14278	16152	 his extraordinary na	 his extraordinary ac
doyle_baskervilles_7_u	20	0.95	15232	11030	 every part of the g	 every part of the c
doyle_baskervilles_7_u	20	0.95	17894	377	s which covered the 	s which covered them
doyle_signoffour_10_d	23	1.0	8042	5968	 a wooden-legged man, w	 a wooden-legged man, w
doyle_signoffour_10_d	20	0.95	8044	15641	 wooden-legged man, 	 wooden-legged man t
doyle_signoffour_10_d	20	1.0	9967	2204	I will tell you how 	I will tell you how 
doyle_signoffour_10_d	25	0.96	12861	11098	 us out of the darkness. 	 us out of the darkness, 
doyle_signoffour_10_d	26	0.9615384615384616	15781	3893	 give rise to gossip and f	 give rise to gossip, and 
doyle_signoffour_10_d	20	0.95	19086	17539	here, sure enough, h	here, sure enough, j
doyle_baskervilles_5_u	21	1.0	2080	15103	s Mr. Sherlock Holmes	s Mr. Sherlock Holmes
doyle_baskervilles_5_u	20	1.0	2081	16704	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_5_u	20	1.0	2081	16866	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_5_u	21	1.0	5068	12953	here is nothing more 	here is nothing more 
doyle_baskervilles_5_u	21	0.9523809523809523	10734	11310	 the corner of the tr	 the corners of the r
doyle_baskervilles_5_u	20	1.0	11613	16672	 know that you have 	 know that you have 
doyle_signoffour_12_d	22	0.9545454545454546	1016	7186	p into my little sanct	p into my little shant
