TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_scarlet_13_d	20	0.95	626	1320	,” said Lestrade. “I	,” said Lestrade. “G
doyle_scarlet_13_d	22	0.9545454545454546	1273	10479	 in the Brixton Road. 	 in the Brixton Road h
doyle_scarlet_13_d	26	0.9615384615384616	1273	15193	 in the Brixton Road. The 	 in the Brixton Road. “The
doyle_scarlet_13_d	27	0.9629629629629629	2136	9702	 Halliday’s Private Hotel, 	 Halliday’s Private Hotel; 
doyle_scarlet_13_d	28	0.9642857142857143	2136	12487	 Halliday’s Private Hotel, i	 Halliday’s Private Hotel,’ 
doyle_scarlet_13_d	29	0.9655172413793104	2136	20283	 Halliday’s Private Hotel, in	 Halliday’s Private Hotel, an
doyle_scarlet_13_d	21	0.9523809523809523	3538	10420	 gentleman who had en	 gentleman who had be
doyle_scarlet_13_d	22	0.9545454545454546	4828	12693	 own mind that it was 	 own mind what it was 
doyle_scarlet_13_d	20	0.95	6268	22468	” Sherlock Holmes sp	” Sherlock Holmes sa
doyle_scarlet_13_d	26	1.0	8067	4074	 the action to the word. “	 the action to the word. “
doyle_scarlet_13_d	21	0.9523809523809523	9548	1283	 the two detectives s	 the two detectives. 
doyle_scarlet_13_d	20	1.0	9548	3587	 the two detectives 	 the two detectives 
doyle_scarlet_13_d	20	0.95	10489	16346	 the perspiration fr	 the perspiration br
doyle_scarlet_13_d	20	1.0	10798	11928	, and the other was 	, and the other was 
doyle_scarlet_13_d	26	0.9615384615384616	14887	507	.” Gregson and Lestrade se	.” Gregson and Lestrade ex
doyle_scarlet_13_d	23	0.9565217391304348	16527	2098	 Mr. Jefferson Hope, th	 Mr. Jefferson Hope, ha
doyle_scarlet_13_d	20	0.95	17963	380	 Sherlock Holmes. “I	 Sherlock Holmes. “M
doyle_scarlet_13_d	20	0.95	18031	22917	ow, gentlemen,” he c	ow, gentlemen,” the 
doyle_scarlet_3_d	21	0.9523809523809523	255	6758	at Sherlock Holmes, w	at Sherlock Holmes wo
doyle_scarlet_3_d	20	0.95	255	19433	at Sherlock Holmes, 	at Sherlock Holmes’ 
doyle_scarlet_3_d	20	0.95	584	14546	d Gregson. “I have j	d Gregson. “I have h
doyle_scarlet_3_d	20	0.95	761	2089	. “Would you mind le	. “Would you mind re
doyle_scarlet_3_d	22	0.9545454545454546	1230	2344	t two in the morning D	t two in the morning, 
doyle_scarlet_3_d	20	0.95	1276	2283	 the Brixton Road. T	 the Brixton Road. O
doyle_scarlet_3_d	20	0.95	1276	4764	 the Brixton Road. T	 the Brixton Road. I
doyle_scarlet_3_d	28	0.9642857142857143	3583	14088	 name of Joseph Stangerson. 	 name of Joseph Stangerson u
doyle_scarlet_3_d	21	0.9523809523809523	3591	14188	 Joseph Stangerson. T	 Joseph Stangerson.” 
doyle_scarlet_3_d	20	0.95	4092	18708	 incomprehensible ab	 incomprehensible ma
doyle_scarlet_3_d	20	0.95	6312	7366	 an exclamation of d	 an exclamation of s
doyle_scarlet_3_d	22	1.0	8493	14188	 Joseph Stangerson.” “	 Joseph Stangerson.” “
doyle_scarlet_3_d	22	1.0	8585	17202	thing to do with it. I	thing to do with it. I
doyle_scarlet_3_d	20	0.95	9084	10177	 stretched upon tho 	 stretched upon the 
doyle_scarlet_3_d	20	0.95	9289	10800	 an expression of th	 an expression of ho
doyle_scarlet_3_d	21	0.9523809523809523	9548	20362	 the two detectives s	 the two detectives. 
doyle_scarlet_3_d	20	0.95	12298	19307	 with considerable i	 with considerable c
doyle_scarlet_3_d	21	1.0	12372	17258	, Mr. Sherlock Holmes	, Mr. Sherlock Holmes
doyle_scarlet_3_d	20	0.95	12750	14496	his man, Stangerson,	his man, Stangerson?
doyle_scarlet_3_d	24	1.0	14887	19226	.” Gregson and Lestrade 	.” Gregson and Lestrade 
doyle_scarlet_3_d	21	1.0	16581	14093	 of Joseph Stangerson	 of Joseph Stangerson
doyle_scarlet_3_d	21	1.0	16584	14188	 Joseph Stangerson.” 	 Joseph Stangerson.” 
doyle_scarlet_3_d	26	0.9615384615384616	17189	4074	 Gregson, Lestrade, and Ho	 Gregson, Lestrade, and Co
doyle_scarlet_3_d	21	1.0	17275	15818	 back into the room, 	 back into the room, 
doyle_scarlet_3_d	20	0.95	17424	18059	e appeared to have t	e appeared to have f
doyle_scarlet_3_d	25	0.96	17956	21042	,” said Sherlock Holmes. 	,” said Sherlock Holmes c
doyle_signoffour_3_d	20	0.95	3879	7812	 Sherlock Holmes ans	 Sherlock Holmes was
doyle_signoffour_3_d	23	1.0	4050	9350	. There was something s	. There was something s
doyle_signoffour_3_d	20	0.95	8874	7810	y. Sherlock Holmes’ 	y. Sherlock Holmes w
doyle_signoffour_3_d	20	0.95	16416	1881	d Sherlock Holmes sp	d Sherlock Holmes, p
doyle_signoffour_3_d	23	0.9565217391304348	17958	1877	 said Sherlock Holmes. 	 said Sherlock Holmes, 
doyle_signoffour_1_d	21	1.0	11238	13770	 seems strange to you	 seems strange to you
doyle_signoffour_1_d	21	0.9523809523809523	12298	12693	 with considerable im	 with considerable bi
doyle_signoffour_1_d	20	0.95	16702	16376	 recollection of tha	 recollection of the
doyle_signoffour_1_d	23	0.9565217391304348	17958	6499	 said Sherlock Holmes. 	 said Sherlock Holmes, 
doyle_scarlet_1_d	20	1.0	2314	6386	 the gentleman whom 	 the gentleman whom 
doyle_scarlet_1_d	20	1.0	6267	12963	.” Sherlock Holmes s	.” Sherlock Holmes s
doyle_scarlet_1_d	20	0.95	6781	7756	 with my own eyes. I	 with my own eyes.” 
doyle_scarlet_1_d	29	1.0	8219	10028	 of water. You perceive that 	 of water. You perceive that 
doyle_scarlet_1_d	20	0.95	8740	10260	.” As he spoke he tu	.” As he spoke, he t
doyle_scarlet_1_d	20	0.95	8876	11501	 Sherlock Holmes’ ea	 Sherlock Holmes’ te
doyle_scarlet_1_d	20	1.0	9353	9032	 upon his features. 	 upon his features. 
doyle_scarlet_1_d	24	1.0	12372	9063	, Mr. Sherlock Holmes,” 	, Mr. Sherlock Holmes,” 
doyle_scarlet_1_d	20	0.95	16416	12325	d Sherlock Holmes sp	d Sherlock Holmes, s
doyle_baskervilles_8_u	22	1.0	194	9419	 the remainder of his 	 the remainder of his 
doyle_baskervilles_8_u	20	0.95	257	124	 Sherlock Holmes, wh	 Sherlock Holmes whi
doyle_baskervilles_8_u	22	0.9545454545454546	1230	12581	t two in the morning D	t two in the morning, 
doyle_baskervilles_8_u	20	1.0	1492	9643	 description of the 	 description of the 
doyle_baskervilles_8_u	20	1.0	4053	12245	here was something s	here was something s
doyle_baskervilles_8_u	20	0.95	4053	13019	here was something s	here was something i
doyle_baskervilles_8_u	21	0.9523809523809523	4888	5581	 impression that the 	 impression that he s
doyle_baskervilles_8_u	21	1.0	5231	9642	e description of the 	e description of the 
doyle_baskervilles_8_u	20	0.95	5960	2036	 there was nothing e	 there was nothing o
doyle_baskervilles_8_u	23	1.0	7424	1501	ould imagine that they 	ould imagine that they 
doyle_baskervilles_8_u	22	1.0	8242	3622	 that our friend, the 	 that our friend, the 
doyle_baskervilles_8_u	21	0.9523809523809523	10973	2375	 believe that he was 	 believe that he has 
doyle_baskervilles_8_u	20	1.0	12373	120	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
