TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_signoffour_1_d	25	1.0	1875	6497	," said Sherlock Holmes, 	," said Sherlock Holmes, 
doyle_signoffour_1_d	22	0.9545454545454546	3804	8867	 I confess that I do n	 I confess that I don'
doyle_scarlet_1_d	20	0.95	1881	12325	d Sherlock Holmes, p	d Sherlock Holmes, s
doyle_baskervilles_8_u	20	0.95	7811	123	. Sherlock Holmes wa	. Sherlock Holmes wh
doyle_baskervilles_8_u	20	1.0	9353	12245	here was something s	here was something s
doyle_baskervilles_8_u	20	0.95	9353	13019	here was something s	here was something i
doyle_scarlet_11_d	21	0.9523809523809523	5666	15615	d from time to time h	d from time to time. 
doyle_scarlet_11_d	22	1.0	7696	7552	 limited knowledge of 	 limited knowledge of 
doyle_adventures_8_d	20	0.95	1881	163	d Sherlock Holmes, p	d Sherlock Holmes, I
doyle_adventures_8_d	21	0.9523809523809523	1881	21390	d Sherlock Holmes, pe	d Sherlock Holmes, le
doyle_adventures_8_d	21	1.0	2497	27442	 upon which we were e	 upon which we were e
doyle_adventures_8_d	29	0.9655172413793104	5411	27442	 upon which we were engaged, 	 upon which we were engaged. 
doyle_adventures_8_d	20	0.95	6333	33474	You will excuse me, 	You will excuse me f
doyle_adventures_8_d	20	0.95	7811	3733	. Sherlock Holmes wa	. Sherlock Holmes ra
doyle_adventures_8_d	21	0.9523809523809523	7812	49410	 Sherlock Holmes was 	 Sherlock Holmes as w
doyle_adventures_8_d	22	0.9545454545454546	8402	23610	," said my companion. 	," said my companion q
doyle_adventures_8_d	21	1.0	9351	15404	 There was something 	 There was something 
doyle_signoffour_6_d	26	1.0	1875	4722	," said Sherlock Holmes, p	," said Sherlock Holmes, p
doyle_signoffour_6_d	25	1.0	1875	14720	," said Sherlock Holmes, 	," said Sherlock Holmes, 
doyle_signoffour_6_d	22	0.9545454545454546	2621	4729	 Sherlock Holmes put t	 Sherlock Holmes, putt
doyle_signoffour_6_d	20	0.95	6496	15480	I give you my word o	I give you my word t
doyle_scarlet_6_d	20	0.95	1381	8904	 something of the my	 something of the ma
doyle_scarlet_6_d	23	1.0	1877	14349	 said Sherlock Holmes, 	 said Sherlock Holmes, 
doyle_scarlet_6_d	20	0.95	7811	3099	. Sherlock Holmes wa	. Sherlock Holmes an
doyle_scarlet_6_d	20	0.95	7811	5999	. Sherlock Holmes wa	. Sherlock Holmes ga
doyle_scarlet_6_d	20	0.95	7811	8574	. Sherlock Holmes wa	. Sherlock Holmes, w
doyle_scarlet_6_d	20	0.95	8404	3912	 said my companion. 	 said my companion, 
doyle_scarlet_6_d	20	0.95	9535	3944	 as he spoke there c	 as he spoke there r
doyle_scarlet_14_d	21	0.9523809523809523	1715	8739	 to suppose that her 	 to suppose that he w
doyle_scarlet_14_d	23	1.0	1877	1284	 said Sherlock Holmes, 	 said Sherlock Holmes, 
doyle_scarlet_14_d	20	0.95	7811	10865	. Sherlock Holmes wa	. Sherlock Holmes, w
doyle_signoffour_4_d	21	0.9523809523809523	2256	13402	e thought that our ni	e thought that our im
doyle_signoffour_4_d	22	1.0	3717	13753	 'The sign of the four	 'The sign of the four
doyle_signoffour_4_d	21	0.9523809523809523	6194	16862	 Miss Morstan, and th	 Miss Morstan, and it
doyle_signoffour_4_d	20	0.95	6331	2623	 "You will excuse me	 "You will excuse my
doyle_signoffour_4_d	22	1.0	6331	5572	 "You will excuse me, 	 "You will excuse me, 
doyle_signoffour_4_d	20	0.95	7811	2084	. Sherlock Holmes wa	. Sherlock Holmes, a
doyle_baskervilles_9_u	23	0.9565217391304348	2235	6166	. It was clear that he 	. It was clear that the
doyle_baskervilles_9_u	20	0.95	6496	18909	I give you my word o	I give you my word, 
doyle_scarlet_2_d	23	0.9565217391304348	1877	18903	 said Sherlock Holmes, 	 said Sherlock Holmes. 
doyle_signoffour_2_d	27	0.9629629629629629	650	3835	 the 34th Bombay Infantry, 	 the 34th Bombay Infantry. 
doyle_signoffour_2_d	25	0.96	1875	5142	," said Sherlock Holmes, 	," said Sherlock Holmes. 
doyle_signoffour_2_d	24	1.0	2615	904	 which Sherlock Holmes p	 which Sherlock Holmes p
doyle_signoffour_2_d	22	0.9545454545454546	2809	3650	 the Andaman Islands, 	 the Andaman Islands. 
doyle_signoffour_2_d	21	1.0	5761	5633	 the Lyceum Theatre t	 the Lyceum Theatre t
doyle_baskervilles_7_u	24	1.0	7606	16352	 the direction in which 	 the direction in which 
doyle_signoffour_10_d	25	0.96	2408	12960	t have been more than wom	t have been more than two
doyle_baskervilles_5_u	23	0.9565217391304348	1877	11451	 said Sherlock Holmes, 	 said Sherlock Holmes. 
doyle_baskervilles_5_u	21	0.9523809523809523	4310	12405	 his drawn brow and h	 his drawn brows and 
doyle_baskervilles_5_u	22	1.0	5390	127	 the strange business 	 the strange business 
doyle_baskervilles_5_u	20	0.95	6496	18303	I give you my word o	I give you my word t
doyle_baskervilles_5_u	22	0.9545454545454546	7812	15444	 Sherlock Holmes was n	 Sherlock Holmes, was 
doyle_signoffour_12_d	20	0.95	832	41643	n. Captain Morstan d	n. Captain Morstan s
doyle_signoffour_12_d	25	0.96	1875	49484	," said Sherlock Holmes, 	," said Sherlock Holmes. 
doyle_signoffour_12_d	25	1.0	1875	52743	," said Sherlock Holmes, 	," said Sherlock Holmes, 
doyle_signoffour_12_d	24	1.0	2776	34315	 were in command of the 	 were in command of the 
doyle_signoffour_12_d	20	0.95	2806	50788	 at the Andaman Isla	 at the Andaman Isle
doyle_signoffour_12_d	20	0.95	3720	29756	he sign of the four,	he sign of the four 
doyle_signoffour_12_d	20	0.95	3720	46974	he sign of the four,	he sign of the four 
doyle_signoffour_12_d	20	0.95	3720	48557	he sign of the four,	he sign of the four 
doyle_signoffour_12_d	31	1.0	3757	40434	 Mahomet Singh, Abdullah Khan, 	 Mahomet Singh, Abdullah Khan, 
doyle_signoffour_12_d	20	0.95	3803	26112	, I confess that I d	, I confess that I h
doyle_signoffour_12_d	24	0.9583333333333334	3984	32042	 as the other." "It was 	 as the others. "It was 
doyle_signoffour_12_d	20	0.95	6496	15059	I give you my word o	I give you my word t
doyle_signoffour_12_d	20	0.95	7811	26422	. Sherlock Holmes wa	. Sherlock Holmes an
doyle_signoffour_12_d	23	0.9565217391304348	8363	22575	s upon the other side. 	s upon the other side o
