TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_adventures_12_d	24	0.9583333333333334	2295	405	s which you have been so	s which you have been go
doyle_adventures_12_d	25	1.0	2295	2949	s which you have been so 	s which you have been so 
doyle_adventures_12_d	23	0.9565217391304348	2586	3538	, my dear fellow, that 	, my dear fellow, what 
doyle_adventures_12_d	21	1.0	2881	12936	 to think that I had 	 to think that I had 
doyle_adventures_12_d	21	1.0	4963	51605	y at the moment when 	y at the moment when 
doyle_adventures_12_d	21	1.0	5371	24590	 could not have been 	 could not have been 
doyle_adventures_12_d	21	1.0	5371	27622	 could not have been 	 could not have been 
doyle_adventures_12_d	20	1.0	6118	9865	 leaned back in his 	 leaned back in his 
doyle_adventures_12_d	23	1.0	7233	43173	, if I remember right, 	, if I remember right, 
doyle_adventures_12_d	22	0.9545454545454546	7302	20469	 my experience that it	 my experience, that t
doyle_adventures_12_d	21	1.0	8632	52901	 of Sherlock Holmes, 	 of Sherlock Holmes, 
doyle_adventures_12_d	20	0.95	10292	2479	. Sherlock Holmes wh	. Sherlock Holmes ha
doyle_baskervilles_3_u	24	1.0	702	13775	hat do you make of it?” 	hat do you make of it?” 
doyle_baskervilles_3_u	21	0.9523809523809523	702	13954	hat do you make of it	hat do you make of th
doyle_baskervilles_3_u	20	0.95	1010	13775	hat do you make of o	hat do you make of i
doyle_baskervilles_3_u	20	0.95	1010	13954	hat do you make of o	hat do you make of t
doyle_baskervilles_3_u	20	1.0	2283	5292	 the accounts which 	 the accounts which 
doyle_baskervilles_3_u	20	0.95	2586	8923	, my dear fellow, th	, my dear fellow, it
doyle_baskervilles_3_u	25	0.96	7233	12373	, if I remember right, am	, if I remember right, wa
doyle_baskervilles_3_u	20	0.95	10879	2468	.” Sherlock Holmes w	.” Sherlock Holmes s
doyle_baskervilles_12_u	20	1.0	1	20967	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_12_u	20	1.0	21	20967	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_12_u	20	0.95	2585	4810	s, my dear fellow, t	s, my dear fellow, a
doyle_baskervilles_12_u	20	0.95	8134	3313	 “My dear fellow, ho	 “My dear fellow, yo
doyle_baskervilles_12_u	26	0.9615384615384616	9318	13079	 with an exclamation of jo	 with an exclamation of ho
doyle_baskervilles_12_u	20	1.0	10289	20967	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_adventures_4_d	22	0.9545454545454546	1	715	 Mr. Sherlock Holmes M	 Mr. Sherlock Holmes' 
doyle_adventures_4_d	20	1.0	1	19560	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_adventures_4_d	20	0.95	23	717	r. Sherlock Holmes, 	r. Sherlock Holmes' 
doyle_adventures_4_d	20	0.95	24	1157	. Sherlock Holmes, w	. Sherlock Holmes wa
doyle_adventures_4_d	20	0.95	24	31525	. Sherlock Holmes, w	. Sherlock Holmes wa
doyle_adventures_4_d	20	0.95	741	25518	ing with his back to	ing with his back tu
