TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_signoffour_3_d	38	1.0	5136	5402	 business upon which we were engaged, 	 business upon which we were engaged, 
doyle_signoffour_3_d	20	0.95	11600	7811	. Sherlock Holmes ap	. Sherlock Holmes wa
doyle_signoffour_3_d	20	0.95	17401	8404	 said my companion, 	 said my companion. 
doyle_signoffour_3_d	23	0.9565217391304348	21044	1877	 said Sherlock Holmes c	 said Sherlock Holmes, 
doyle_signoffour_1_d	22	0.9545454545454546	746	1696	 answered, brusquely; 	 answered, brusquely. 
doyle_signoffour_1_d	20	1.0	1605	12992	 me to believe that 	 me to believe that 
doyle_signoffour_1_d	23	1.0	2136	6078	 is the letter which I 	 is the letter which I 
doyle_signoffour_1_d	20	1.0	5019	7507	 difference between 	 difference between 
doyle_signoffour_1_d	24	0.9583333333333334	7381	528	 of satisfaction. There 	 of satisfaction. Three 
doyle_signoffour_1_d	20	0.95	10231	11681	 staring up at the d	 staring up at the c
doyle_signoffour_1_d	20	1.0	12677	6609	s necessary for the 	s necessary for the 
doyle_signoffour_1_d	20	0.95	19307	12693	 with considerable c	 with considerable b
doyle_signoffour_1_d	23	0.9565217391304348	21044	6499	 said Sherlock Holmes c	 said Sherlock Holmes, 
doyle_scarlet_1_d	20	1.0	2183	1	 MR. SHERLOCK HOLMES	 MR. SHERLOCK HOLMES
doyle_scarlet_1_d	21	0.9523809523809523	8795	12323	ked Sherlock Holmes. 	ked Sherlock Holmes, 
doyle_scarlet_1_d	21	1.0	11934	11201	 has been committed. 	 has been committed. 
doyle_scarlet_1_d	23	1.0	15667	11593	ed as he spoke, and he 	ed as he spoke, and he 
doyle_scarlet_1_d	20	0.95	15668	12534	d as he spoke, and h	d as he spoke, and I
doyle_scarlet_1_d	31	1.0	16294	10591	. “What do you think of that?” 	. “What do you think of that?” 
doyle_scarlet_1_d	21	1.0	17258	9063	, Mr. Sherlock Holmes	, Mr. Sherlock Holmes
doyle_scarlet_1_d	21	0.9523809523809523	17776	10260	.” As he spoke, he wh	.” As he spoke, he th
doyle_scarlet_1_d	20	0.95	18645	13287	, and occasionally a	, and occasionally d
doyle_scarlet_1_d	26	0.9615384615384616	19527	10591	. “What do you think of it	. “What do you think of th
doyle_scarlet_1_d	28	1.0	20335	12429	,” he continued, turning to 	,” he continued, turning to 
doyle_baskervilles_8_u	24	0.9583333333333334	1608	2372	 to believe that he had 	 to believe that he has 
doyle_baskervilles_8_u	27	1.0	2339	12576	 about two in the morning, 	 about two in the morning, 
doyle_baskervilles_8_u	20	0.95	15196	123	. Sherlock Holmes ch	. Sherlock Holmes wh
doyle_baskervilles_8_u	22	0.9545454545454546	17259	120	 Mr. Sherlock Holmes. 	 Mr. Sherlock Holmes w
doyle_baskervilles_8_u	22	0.9545454545454546	18987	5807	 he appeared to be sat	 he appeared to be str
doyle_scarlet_11_d	22	0.9545454545454546	264	17301	, however, that the wh	, however, that they w
doyle_scarlet_11_d	20	0.95	484	6934	, and his eyes had a	, and his eyes had t
doyle_scarlet_11_d	20	0.95	4035	4777	 the whole matter, y	 the whole matter, t
doyle_scarlet_11_d	24	0.9583333333333334	7760	8686	 the door of the house w	 the door of the house. 
doyle_scarlet_11_d	20	0.95	8501	9703	e upon the ground, t	e upon the ground, w
doyle_scarlet_11_d	21	1.0	10587	16372	 was placed upon the 	 was placed upon the 
doyle_scarlet_11_d	20	0.95	11181	14932	 appeared to me in a	 appeared to be in a
doyle_scarlet_11_d	20	0.95	12764	11082	,” he said. “There i	,” he said. “There a
doyle_scarlet_11_d	20	0.95	14096	1113	 Joseph Stangerson u	 Joseph Stangerson, 
doyle_scarlet_11_d	22	0.9545454545454546	15978	9800	 up against the wall. 	 up against the wall w
doyle_scarlet_11_d	27	0.9629629629629629	17986	9679	 lying flat upon his face. 	 lying flat upon his face u
doyle_scarlet_11_d	22	1.0	18582	17197	 the distance between 	 the distance between 
doyle_adventures_8_d	21	0.9523809523809523	1608	22035	 to believe that he h	 to believe that the 
doyle_adventures_8_d	20	0.95	1618	51687	e that he had been a	e that he had been i
doyle_adventures_8_d	29	0.9655172413793104	5145	27442	 upon which we were engaged, 	 upon which we were engaged. 
doyle_adventures_8_d	24	0.9583333333333334	8792	21385	 asked Sherlock Holmes. 	 asked Sherlock Holmes, 
doyle_adventures_8_d	20	0.95	11062	49725	e appearance, which 	e appearance which s
doyle_adventures_8_d	20	0.95	11600	3733	. Sherlock Holmes ap	. Sherlock Holmes ra
doyle_adventures_8_d	25	1.0	12372	50111	 I have already remarked 	 I have already remarked 
doyle_adventures_8_d	25	0.96	14399	17397	 that this unfortunate ma	 that this unfortunate la
doyle_adventures_8_d	23	1.0	15601	31471	 a careful examination 	 a careful examination 
doyle_adventures_8_d	22	0.9545454545454546	16298	21349	hat do you think of th	hat do you think of it
doyle_adventures_8_d	21	0.9523809523809523	16728	1449	 on the mantelpiece. 	 on the mantelpiece s
doyle_adventures_8_d	20	0.95	17401	23612	 said my companion, 	 said my companion q
doyle_adventures_8_d	22	1.0	17737	36611	 with your permission 	 with your permission 
doyle_adventures_8_d	24	0.9583333333333334	19531	21349	hat do you think of it, 	hat do you think of it a
doyle_adventures_8_d	20	1.0	19884	5713	I shall be happy to 	I shall be happy to 
doyle_signoffour_6_d	20	0.95	12134	5661	. There is nothing n	. There is nothing m
doyle_signoffour_6_d	35	1.0	12777	5663	There is nothing more to be learned	There is nothing more to be learned
doyle_signoffour_6_d	23	1.0	13174	14495	 the palm of his hand. 	 the palm of his hand. 
doyle_signoffour_6_d	20	0.95	13341	503	 complicates matters	 complicate matters.
doyle_signoffour_6_d	21	0.9523809523809523	15405	64	, rubbing his hands i	, rubbing his hands, 
doyle_signoffour_6_d	23	1.0	16297	10965	What do you think of th	What do you think of th
doyle_signoffour_6_d	22	0.9545454545454546	17259	9774	 Mr. Sherlock Holmes. 	 Mr. Sherlock Holmes, 
doyle_signoffour_6_d	22	0.9545454545454546	17801	6245	d a tape measure and a	d a tape measure, and 
doyle_signoffour_6_d	23	0.9565217391304348	19530	10965	What do you think of it	What do you think of th
doyle_signoffour_6_d	23	0.9565217391304348	20533	14245	 coarse, square-toed bo	 coarse, square-toed so
doyle_signoffour_6_d	23	0.9565217391304348	21044	4724	 said Sherlock Holmes c	 said Sherlock Holmes, 
doyle_signoffour_6_d	23	0.9565217391304348	21044	14722	 said Sherlock Holmes c	 said Sherlock Holmes, 
