TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_baskervilles_3_u	20	0.95	4071	11202	 think that I have t	 think that I have b
doyle_baskervilles_3_u	25	0.96	6325	4993	 as to what I should do. 	 as to what I should do w
doyle_baskervilles_3_u	20	1.0	16123	4016	. I assure you that 	. I assure you that 
doyle_baskervilles_3_u	20	0.95	22369	4211	I do not know what I	I do not know what t
doyle_baskervilles_3_u	20	0.95	23010	8020	 my mind about them.	 my mind about the m
doyle_baskervilles_3_u	22	0.9545454545454546	27070	8166	 much obliged to you, 	 much obliged to you i
doyle_baskervilles_3_u	22	0.9545454545454546	27161	4016	. I assure you that it	. I assure you that th
doyle_baskervilles_3_u	20	0.95	29982	9854	y first impression. 	y first impression a
doyle_baskervilles_3_u	22	1.0	34377	4017	 I assure you that the	 I assure you that the
doyle_baskervilles_3_u	21	1.0	39827	11195	 do you think that I 	 do you think that I 
doyle_baskervilles_3_u	20	0.95	40299	4211	I do not know what I	I do not know what t
doyle_baskervilles_3_u	23	1.0	41703	9249	 I should be very glad 	 I should be very glad 
doyle_baskervilles_3_u	24	1.0	43173	12373	, if I remember right, w	, if I remember right, w
doyle_baskervilles_3_u	21	1.0	44816	13200	 we are dealing with 	 we are dealing with 
doyle_baskervilles_3_u	21	0.9523809523809523	47142	9164	t would be as well fo	t would be as well if
doyle_baskervilles_3_u	20	0.95	47414	2470	 Sherlock Holmes spr	 Sherlock Holmes str
doyle_baskervilles_12_u	21	0.9523809523809523	315	9167	, Watson, that you ha	, Watson, that you ar
doyle_baskervilles_12_u	20	0.95	2139	15013	 on either side of a	 on either side of t
doyle_baskervilles_12_u	20	1.0	4070	3254	I think that I have 	I think that I have 
doyle_baskervilles_12_u	20	0.95	4412	5115	tion which has been 	tion which had been 
doyle_baskervilles_12_u	22	1.0	4650	18632	 I have no doubt that 	 I have no doubt that 
doyle_baskervilles_12_u	22	1.0	4650	21186	 I have no doubt that 	 I have no doubt that 
doyle_baskervilles_12_u	20	1.0	7012	7472	 smiling face and a 	 smiling face and a 
doyle_baskervilles_12_u	20	0.95	11879	12855	e that I could not h	e that I could not f
doyle_baskervilles_12_u	20	0.95	11885	19997	 I could not help su	 I could not help as
doyle_baskervilles_12_u	31	0.967741935483871	15033	9505	What is the meaning of it all, 	What is the meaning of it all? 
doyle_baskervilles_12_u	22	0.9545454545454546	15119	6986	s you have yourself fo	s you have yourself ob
doyle_baskervilles_12_u	25	1.0	23744	11419	 immediately in front of 	 immediately in front of 
doyle_baskervilles_12_u	20	0.95	36310	19230	. But, dear me! what	. But, dear me, what
doyle_baskervilles_12_u	20	0.95	37456	18631	. I have no doubt at	. I have no doubt th
