TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_adventures_3_d	20	0.95	95	69	 on either side of a	 on either side of t
doyle_adventures_3_d	22	0.9545454545454546	354	2336	 in connection with th	 in connection with it
doyle_adventures_3_d	22	0.9545454545454546	535	2336	 in connection with th	 in connection with it
doyle_adventures_3_d	20	0.95	598	32780	e, the young lady wh	e, the young lady wa
doyle_adventures_3_d	21	0.9523809523809523	1407	30866	e course of events,” 	e course of events, a
doyle_adventures_3_d	23	0.9565217391304348	2024	30863	 the course of events f	 the course of events, 
doyle_adventures_3_d	20	0.95	2532	19378	her little problem m	her little problem, 
doyle_adventures_3_d	24	0.9583333333333334	2719	30863	 the course of events as	 the course of events, a
doyle_adventures_3_d	22	0.9545454545454546	3310	31372	 a considerable sum of	 a considerable sum, f
doyle_adventures_3_d	20	0.95	14171	24970	 that he must have b	 that he must have s
doyle_adventures_3_d	21	1.0	16766	25640	 the identity of the 	 the identity of the 
doyle_adventures_3_d	22	0.9545454545454546	17172	37761	 knowledge of the whol	 knowledge of the worl
doyle_adventures_3_d	20	0.95	19362	16083	 and that he would s	 and that he would c
doyle_adventures_3_d	21	0.9523809523809523	20999	36077	n the fact that he, t	n the fact that the t
doyle_adventures_1_d	21	1.0	4585	21105	 in the character of 	 in the character of 
doyle_adventures_1_d	21	1.0	4585	30467	 in the character of 	 in the character of 
doyle_adventures_1_d	21	0.9523809523809523	5498	35739	nd yet it would be ha	nd yet it would be th
doyle_adventures_1_d	20	0.95	10847	39893	 Baker Street and af	 Baker Street and ha
doyle_adventures_1_d	24	1.0	12596	32554	 I am inclined to think 	 I am inclined to think 
doyle_adventures_1_d	20	0.95	13924	485	 placed himself in h	 placed himself in a
doyle_adventures_1_d	21	0.9523809523809523	14292	39054	 escaped from the cou	 escaped from the hou
doyle_adventures_1_d	25	0.96	15022	7679	d the paper upon which th	d the paper upon which it
doyle_adventures_1_d	21	1.0	15390	38202	 have more than once 	 have more than once 
doyle_adventures_1_d	20	0.95	15753	14402	 that I could not do	 that I could not co
doyle_adventures_1_d	20	0.95	16054	19631	 the investigation o	 the investigation w
doyle_adventures_1_d	22	1.0	16197	28799	 the scene of action. 	 the scene of action. 
doyle_adventures_1_d	24	0.9583333333333334	16933	23253	 the relations between h	 the relation between th
doyle_adventures_1_d	24	0.9583333333333334	18396	35812	 the part which she had 	 the part which he had i
doyle_adventures_1_d	26	0.9615384615384616	21296	23677	 the field of my inquiry, 	 the field of my inquiry. 
doyle_adventures_1_d	20	0.95	22266	24290	 half an hour, and w	 half an hour, and I
doyle_baskervilles_6_u	20	0.95	95	6775	 on either side of a	 on either side of u
doyle_baskervilles_6_u	20	1.0	877	10969	s of the Baskerville	s of the Baskerville
doyle_baskervilles_6_u	24	0.9583333333333334	1133	40	 and Dr. Mortimer were, 	 and Dr. Mortimer were r
doyle_baskervilles_6_u	20	0.95	1748	1703	 Stapleton, and the 	 Stapleton, and ther
doyle_baskervilles_6_u	20	0.95	2497	15648	 Baskerville Hall. T	 Baskerville Hall.” 
doyle_baskervilles_6_u	27	0.9629629629629629	9075	653	 the death of Sir Charles B	 the death of Sir Charles. 
doyle_baskervilles_6_u	22	1.0	10090	1570	 friend Dr. Mortimer, 	 friend Dr. Mortimer, 
doyle_baskervilles_6_u	20	0.95	10174	22	 Henry Baskerville. 	 Henry Baskerville a
doyle_baskervilles_6_u	20	0.95	10174	1109	 Henry Baskerville. 	 Henry Baskerville u
doyle_baskervilles_6_u	20	0.95	10174	6648	 Henry Baskerville. 	 Henry Baskerville, 
doyle_baskervilles_6_u	20	1.0	10875	169	 to the station and 	 to the station and 
doyle_baskervilles_6_u	20	1.0	16659	541	e, and especially th	e, and especially th
doyle_baskervilles_6_u	23	1.0	16933	558	 the relations between 	 the relations between 
doyle_baskervilles_6_u	22	0.9545454545454546	22379	8059	 of the Baskervilles, 	 of the Baskervilles. 
doyle_baskervilles_6_u	22	0.9545454545454546	22379	10970	 of the Baskervilles, 	 of the Baskervilles. 
doyle_baskervilles_2_u	27	0.9629629629629629	251	14806	 of the utmost importance, 	 of the utmost importance t
doyle_baskervilles_2_u	27	0.9629629629629629	353	15056	d in connection with the fa	d in connection with the af
doyle_baskervilles_2_u	24	1.0	354	15535	 in connection with the 	 in connection with the 
doyle_baskervilles_2_u	24	1.0	535	15057	 in connection with the 	 in connection with the 
doyle_baskervilles_2_u	33	1.0	535	15535	 in connection with the death of 	 in connection with the death of 
doyle_baskervilles_2_u	21	0.9523809523809523	878	11	 of the Baskerville m	 of the Baskervilles 
doyle_baskervilles_2_u	21	0.9523809523809523	878	2154	 of the Baskerville m	 of the Baskervilles 
doyle_baskervilles_2_u	21	1.0	1788	11741	 entirely cleared up 	 entirely cleared up 
doyle_baskervilles_2_u	23	1.0	2494	12865	 of Baskerville Hall. T	 of Baskerville Hall. T
doyle_baskervilles_2_u	20	0.95	2497	15138	 Baskerville Hall. T	 Baskerville Hall. I
doyle_baskervilles_2_u	26	0.9615384615384616	5003	649	 Sir Charles Baskerville a	 Sir Charles Baskerville, 
doyle_baskervilles_2_u	25	1.0	5003	10092	 Sir Charles Baskerville 	 Sir Charles Baskerville 
doyle_baskervilles_2_u	26	0.9615384615384616	5003	10303	 Sir Charles Baskerville a	 Sir Charles Baskerville, 
doyle_baskervilles_2_u	27	0.9629629629629629	5003	12755	 Sir Charles Baskerville an	 Sir Charles Baskerville wa
doyle_baskervilles_2_u	24	1.0	5003	15253	 Sir Charles Baskerville	 Sir Charles Baskerville
doyle_baskervilles_2_u	24	1.0	5003	15567	 Sir Charles Baskerville	 Sir Charles Baskerville
doyle_baskervilles_2_u	26	0.9615384615384616	5003	16986	 Sir Charles Baskerville a	 Sir Charles Baskerville. 
doyle_baskervilles_2_u	20	0.95	5324	13548	 that Sir Charles wa	 that Sir Charles ha
doyle_baskervilles_2_u	22	1.0	5324	19422	 that Sir Charles was 	 that Sir Charles was 
doyle_baskervilles_2_u	21	1.0	7040	14827	ance that Sir Charles	ance that Sir Charles
doyle_baskervilles_2_u	22	0.9545454545454546	7042	19420	ce that Sir Charles, w	ce that Sir Charles wa
doyle_baskervilles_2_u	20	0.95	7296	1575	 understand that in 	 understand that it 
doyle_baskervilles_2_u	32	1.0	7447	19421	e that Sir Charles was about to 	e that Sir Charles was about to 
