TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_baskervilles_15_u	20	0.95	5	10174	 Henry Baskerville O	 Henry Baskerville. 
doyle_baskervilles_15_u	20	0.95	1451	10174	 Henry Baskerville, 	 Henry Baskerville. 
doyle_baskervilles_15_u	21	1.0	1470	10901	 Northumberland Hotel	 Northumberland Hotel
doyle_baskervilles_15_u	20	1.0	1471	10902	Northumberland Hotel	Northumberland Hotel
doyle_baskervilles_15_u	28	1.0	1634	10894	 to the Northumberland Hotel	 to the Northumberland Hotel
doyle_baskervilles_15_u	20	0.95	2402	10174	 Henry Baskerville, 	 Henry Baskerville. 
doyle_baskervilles_15_u	20	1.0	3258	22227	Might I trouble you 	Might I trouble you 
doyle_baskervilles_15_u	20	0.95	4045	10174	 Henry Baskerville t	 Henry Baskerville. 
doyle_baskervilles_15_u	20	0.95	6222	18321	 was that we should 	 was that he should 
doyle_baskervilles_15_u	20	0.95	6336	10174	 Henry Baskerville, 	 Henry Baskerville. 
doyle_baskervilles_15_u	22	0.9545454545454546	7270	19930	, therefore, that the 	, therefore, that she 
doyle_baskervilles_15_u	25	0.96	7848	13896	 it is unlikely that the 	 it is unlikely that he e
doyle_baskervilles_15_u	20	0.95	11221	7296	 understand that on 	 understand that in 
doyle_baskervilles_15_u	20	0.95	12357	10174	 Henry Baskerville l	 Henry Baskerville. 
doyle_baskervilles_15_u	20	0.95	13611	2497	 Baskerville Hall.” 	 Baskerville Hall. T
doyle_baskervilles_15_u	21	0.9523809523809523	14131	878	 of the Baskervilles 	 of the Baskerville m
doyle_baskervilles_15_u	22	0.9545454545454546	14131	22379	 of the Baskervilles w	 of the Baskervilles, 
doyle_baskervilles_15_u	27	0.9629629629629629	17249	10897	 the Northumberland Hotel w	 the Northumberland Hotel. 
doyle_baskervilles_15_u	30	0.9666666666666667	18769	10894	 to the Northumberland Hotel a	 to the Northumberland Hotel. 
doyle_baskervilles_15_u	20	0.95	19209	1133	 and Dr. Mortimer, w	 and Dr. Mortimer we
doyle_baskervilles_15_u	22	0.9545454545454546	19213	7510	 Dr. Mortimer, with hi	 Dr. Mortimer, with wh
doyle_baskervilles_15_u	23	0.9565217391304348	21857	16766	 the identity of the ca	 the identity of the ma
doyle_adventures_3_d	22	1.0	325	27182	 thirty years of age, 	 thirty years of age, 
doyle_adventures_3_d	23	0.9565217391304348	559	18648	 there was something in	 there was something no
doyle_adventures_3_d	21	1.0	559	19517	 there was something 	 there was something 
doyle_adventures_3_d	23	0.9565217391304348	1347	18775	 upon the table, and we	 upon the table and wen
doyle_adventures_3_d	20	0.95	1677	29157	, glancing keenly ac	, glancing keenly at
doyle_adventures_3_d	20	0.95	2617	1330	 there is nothing su	 there is nothing so
doyle_adventures_3_d	20	1.0	2822	15751	It seems to me that 	It seems to me that 
doyle_adventures_3_d	23	0.9565217391304348	3006	38	 said Sherlock Holmes. 	 said Sherlock Holmes a
doyle_adventures_3_d	20	0.95	6313	34465	, Mr. Holmes,” said 	, Mr. Holmes," said 
doyle_adventures_3_d	20	0.95	8796	7479	ing that there was v	ing that there was n
doyle_adventures_3_d	20	0.95	11029	15652	, and I have never h	, and I have never s
doyle_adventures_3_d	23	0.9565217391304348	11703	38	 said Sherlock Holmes. 	 said Sherlock Holmes a
doyle_adventures_3_d	20	0.95	11889	15752	t seems to me that I	t seems to me that y
doyle_adventures_3_d	20	0.95	11940	6891	 the little that I k	 the little that I m
doyle_adventures_3_d	20	0.95	12375	8522	 listened with the d	 listened with the g
