TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_baskervilles_13_u	22	0.9545454545454546	979	16060	 in connection with it	 in connection with th
doyle_baskervilles_13_u	21	1.0	2006	15863	 circumstances which 	 circumstances which 
doyle_baskervilles_13_u	20	0.95	3937	8885	 in his hand, and hi	 in his hand, and he
doyle_baskervilles_13_u	20	1.0	9711	14289	. There was nothing 	. There was nothing 
doyle_baskervilles_13_u	20	0.95	15784	19547	I should certainly s	I should certainly b
doyle_baskervilles_13_u	20	0.95	18784	18526	d Sherlock Holmes. "	d Sherlock Holmes. “
doyle_baskervilles_13_u	24	0.9583333333333334	18784	19877	d Sherlock Holmes. "You 	d Sherlock Holmes. “You 
doyle_baskervilles_13_u	23	0.9565217391304348	29417	18522	 said Sherlock Holmes, 	 said Sherlock Holmes. 
doyle_baskervilles_13_u	23	0.9565217391304348	29417	19873	 said Sherlock Holmes, 	 said Sherlock Holmes. 
doyle_baskervilles_13_u	20	1.0	33238	12596	 that he was deeply 	 that he was deeply 
doyle_baskervilles_13_u	22	0.9545454545454546	34795	19536	, and that I should se	, and that I should ce
doyle_baskervilles_13_u	21	1.0	38034	4518	I have no doubt that 	I have no doubt that 
doyle_signoffour_9_d	20	0.95	69	3338	 Sherlock Holmes cas	 Sherlock Holmes has
doyle_signoffour_9_d	21	0.9523809523809523	1631	3338	 Sherlock Holmes was 	 Sherlock Holmes has 
doyle_signoffour_9_d	21	0.9523809523809523	2645	91	. Sherlock Holmes sat	. Sherlock Holmes sti
doyle_signoffour_9_d	20	0.95	2645	3337	. Sherlock Holmes sa	. Sherlock Holmes ha
doyle_signoffour_9_d	20	0.95	2645	11064	. Sherlock Holmes sa	. Sherlock Holmes is
doyle_signoffour_9_d	20	0.95	2645	12076	. Sherlock Holmes sa	. Sherlock Holmes is
doyle_signoffour_9_d	21	0.9523809523809523	3481	3338	 Sherlock Holmes was 	 Sherlock Holmes has 
doyle_signoffour_9_d	24	0.9583333333333334	4035	14210	. He looked about him an	. He looked about him in
doyle_signoffour_9_d	21	0.9523809523809523	4108	260	 that his face was pa	 that his face was da
