TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_adventures_2_d	21	0.9523809523809523	2313	6337	," he answered, with 	," he answered with h
doyle_adventures_2_d	21	0.9523809523809523	3422	34438	d the Agra treasure; 	d the Agra treasure, 
doyle_adventures_2_d	23	0.9565217391304348	4879	30522	 I have often thought o	 I have often thought, 
doyle_adventures_2_d	21	0.9523809523809523	8220	42156	 as suddenly as it ha	 as suddenly as it ap
doyle_adventures_2_d	20	0.95	8948	9446	er in his hand and f	er in his hand, and 
doyle_adventures_2_d	21	0.9523809523809523	9707	12968	he whole country was 	he whole country as w
doyle_adventures_2_d	20	0.95	10830	4089	 there was nothing b	 there was nothing r
doyle_adventures_2_d	20	0.95	10830	6021	 there was nothing b	 there was nothing i
doyle_adventures_2_d	20	0.95	10830	46393	 there was nothing b	 there was nothing i
doyle_adventures_2_d	20	0.95	12473	20447	 the middle of the f	 the middle of the p
doyle_adventures_2_d	20	0.95	13960	6952	 the officer of the 	 the offices of the 
doyle_adventures_2_d	20	0.95	14870	11254	e in the hands of th	e in the hands of tr
doyle_adventures_2_d	39	0.9743589743589743	22018	41717	Suddenly my eye caught the glint of a s	Suddenly my eyes caught the glint of a 
doyle_adventures_2_d	20	0.95	24009	35749	 one or two little f	 one or two little t
doyle_adventures_2_d	20	0.95	24009	44800	 one or two little f	 one or two little s
doyle_adventures_2_d	20	0.95	26112	34606	, I confess that I h	, I confess that I m
doyle_adventures_2_d	22	1.0	26422	20684	. Sherlock Holmes and 	. Sherlock Holmes and 
doyle_adventures_2_d	21	0.9523809523809523	26423	42998	 Sherlock Holmes and 	 Sherlock Holmes had 
doyle_adventures_2_d	21	1.0	26493	36347	ly interested in the 	ly interested in the 
doyle_adventures_2_d	20	1.0	26957	20229	 the whole business 	 the whole business 
doyle_adventures_2_d	21	1.0	26957	32372	 the whole business w	 the whole business w
doyle_adventures_2_d	21	0.9523809523809523	29947	2549	ar that I have never 	ar that I have ever l
doyle_adventures_2_d	20	1.0	32094	28613	 we found ourselves 	 we found ourselves 
doyle_adventures_2_d	23	1.0	32097	36719	 found ourselves in the	 found ourselves in the
doyle_adventures_2_d	20	0.95	32684	12179	t it seemed to me to	t it seemed to me th
doyle_adventures_2_d	21	0.9523809523809523	34852	33398	nt, while the others 	nt, while the other w
doyle_adventures_2_d	20	0.95	36090	10800	,' said I. "'Well, S	,' said I. "'Well,' 
doyle_adventures_2_d	31	0.967741935483871	37978	25831	 come to the conclusion that th	 come to the conclusion that he
