TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_signoffour_6_d	20	0.95	163	4728	d Sherlock Holmes, I	d Sherlock Holmes, p
doyle_signoffour_6_d	20	0.95	163	14726	d Sherlock Holmes, I	d Sherlock Holmes, t
doyle_signoffour_6_d	20	0.95	1335	14726	d Sherlock Holmes st	d Sherlock Holmes, t
doyle_signoffour_6_d	22	0.9545454545454546	16829	14204	 upon the inner side, 	 upon the inner side. 
doyle_signoffour_6_d	20	1.0	18769	4299	he chamber in which 	he chamber in which 
doyle_signoffour_6_d	22	0.9545454545454546	21349	10966	hat do you think of it	hat do you think of th
doyle_signoffour_6_d	20	0.95	21390	4728	d Sherlock Holmes, l	d Sherlock Holmes, p
doyle_signoffour_6_d	20	0.95	21390	14726	d Sherlock Holmes, l	d Sherlock Holmes, t
doyle_signoffour_6_d	31	1.0	22017	11817	 have every reason to believe t	 have every reason to believe t
doyle_signoffour_6_d	31	0.967741935483871	22017	14041	 have every reason to believe t	 have every reason to believe, 
doyle_signoffour_6_d	24	0.9583333333333334	22333	6146	I think that there is go	I think that there is no
doyle_signoffour_6_d	30	0.9666666666666667	23348	13585	 from one to the other of us, 	 from one to the other of us. 
doyle_signoffour_6_d	20	0.95	24956	47	son," said Holmes, l	son," said Holmes, r
doyle_signoffour_6_d	24	0.9583333333333334	31370	3962	 have the kindness to go	 have the kindness to ho
doyle_signoffour_6_d	20	0.95	37043	12086	 in every respect." 	 in every respect," 
doyle_signoffour_6_d	22	0.9545454545454546	37227	537	In the first place, bo	In the first place, ho
doyle_signoffour_6_d	20	0.95	38582	6146	I think that there w	I think that there i
doyle_signoffour_6_d	26	0.9615384615384616	39599	40	ow, Watson," said Holmes a	ow, Watson," said Holmes, 
doyle_signoffour_6_d	20	0.95	46458	11809	 which I have ever l	 which I have every 
doyle_signoffour_6_d	20	0.95	50051	3703	 the window or the d	 the window, or the 
doyle_signoffour_6_d	20	0.95	50387	3869	 through the hole an	 through the hole in
doyle_signoffour_6_d	21	0.9523809523809523	50609	9953	 on the right track. 	 on the right track; 
doyle_scarlet_6_d	20	0.95	163	14353	d Sherlock Holmes, I	d Sherlock Holmes, w
doyle_scarlet_6_d	25	0.96	3730	3096	ard. Sherlock Holmes ran 	ard. Sherlock Holmes and 
doyle_scarlet_6_d	20	0.95	3733	5999	. Sherlock Holmes ra	. Sherlock Holmes ga
doyle_scarlet_6_d	27	1.0	8986	9260	 terrible change came over 	 terrible change came over 
doyle_scarlet_6_d	21	0.9523809523809523	11584	3100	 Sherlock Holmes had 	 Sherlock Holmes and 
doyle_scarlet_6_d	20	1.0	12892	11995	I suppose that you c	I suppose that you c
doyle_scarlet_6_d	20	0.95	16723	16665	 he was unable to fi	 he was unable to gi
doyle_scarlet_6_d	20	0.95	18595	15757	 in the course of th	 in the course of wh
doyle_scarlet_6_d	20	0.95	21389	8223	ed Sherlock Holmes, 	ed Sherlock Holmes. 
doyle_scarlet_6_d	20	0.95	21390	14353	d Sherlock Holmes, l	d Sherlock Holmes, w
doyle_scarlet_6_d	20	0.95	22871	6631	ed himself in the ap	ed himself in the ar
doyle_scarlet_6_d	20	0.95	23612	3912	 said my companion q	 said my companion, 
doyle_scarlet_6_d	20	0.95	27349	2693	 there was a strange	 there was a stringe
doyle_scarlet_6_d	22	0.9545454545454546	27672	15158	 on the shoulder, and 	 on the shoulder and w
doyle_scarlet_6_d	25	0.96	31977	2311	 light upon the matter." 	 light upon the matter. T
doyle_scarlet_6_d	24	0.9583333333333334	37892	6987	. I have no doubt that, 	. I have no doubt that h
doyle_scarlet_6_d	23	1.0	38896	3100	 Sherlock Holmes and I 	 Sherlock Holmes and I 
doyle_scarlet_6_d	20	0.95	39331	4636	s, and we heard the 	s, and we heard thei
doyle_scarlet_6_d	20	0.95	50609	5752	 on the right track.	 on the right track?
doyle_scarlet_6_d	22	1.0	52227	6988	 I have no doubt that 	 I have no doubt that 
doyle_scarlet_14_d	20	0.95	163	1288	d Sherlock Holmes, I	d Sherlock Holmes, s
doyle_scarlet_14_d	20	0.95	1335	1288	d Sherlock Holmes st	d Sherlock Holmes, s
doyle_scarlet_14_d	20	1.0	11909	2957	, as I have already 	, as I have already 
doyle_scarlet_14_d	20	0.95	16463	5833	howing that she had 	howing that he had b
doyle_scarlet_14_d	20	0.95	21389	11220	ed Sherlock Holmes, 	ed Sherlock Holmes w
doyle_scarlet_14_d	28	0.9642857142857143	22028	8497	 reason to believe that the 	 reason to believe that he h
doyle_scarlet_14_d	25	1.0	30433	6723	 there were no signs of a	 there were no signs of a
doyle_scarlet_14_d	23	1.0	31471	6479	 a careful examination 	 a careful examination 
doyle_scarlet_14_d	22	1.0	34619	1147	s, there were several 	s, there were several 
doyle_scarlet_14_d	33	0.9696969696969697	49246	4870	 came to the conclusion that the 	 came to the conclusion that he h
doyle_scarlet_14_d	22	0.9545454545454546	49249	6696	me to the conclusion t	me to the conclusion, 
doyle_scarlet_14_d	22	0.9545454545454546	50107	2957	, as I have already re	, as I have already ex
doyle_scarlet_14_d	26	1.0	50888	8557	, from his point of view, 	, from his point of view, 
doyle_scarlet_14_d	21	0.9523809523809523	51678	7854	 showed me that he ha	 showed me that the h
doyle_scarlet_4_d	20	0.95	1449	9497	 on the mantelpiece 	 on the mantelpiece-
doyle_scarlet_4_d	21	0.9523809523809523	4302	2176	There is no mystery, 	There is no mystery a
doyle_scarlet_4_d	20	1.0	6570	13483	edness of the human 	edness of the human 
doyle_scarlet_4_d	24	0.9583333333333334	21385	10833	 asked Sherlock Holmes, 	 asked Sherlock Holmes. 
doyle_scarlet_4_d	22	0.9545454545454546	26206	1255	, therefore, that if b	, therefore, that it b
doyle_scarlet_4_d	20	0.95	37851	9420	nt into the room whi	nt into the room whe
doyle_scarlet_4_d	23	0.9565217391304348	37893	3175	 I have no doubt that, 	 I have no doubt that I
doyle_scarlet_4_d	24	1.0	47441	6581	, the door of which was 	, the door of which was 
doyle_scarlet_4_d	26	1.0	49249	4729	me to the conclusion that 	me to the conclusion that 
doyle_scarlet_4_d	22	1.0	52227	3175	 I have no doubt that 	 I have no doubt that 
