TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_signoffour_4_d	20	1.0	87	14571	. Sherlock Holmes le	. Sherlock Holmes le
doyle_signoffour_4_d	29	1.0	4726	18439	 come to the conclusion that 	 come to the conclusion that 
doyle_baskervilles_9_u	20	0.95	2338	10241	 Is there anything e	 Is there anything t
doyle_baskervilles_9_u	31	1.0	8406	22790	ing a light in the window, and 	ing a light in the window, and 
doyle_baskervilles_9_u	21	1.0	9744	30598	e sprang to his feet 	e sprang to his feet 
doyle_scarlet_2_d	22	0.9545454545454546	2273	12457	s of observation and d	s of observation, and 
doyle_scarlet_2_d	26	0.9615384615384616	3827	7508	 reconciling all these fac	 reconciling all these acc
doyle_scarlet_2_d	20	0.95	8649	10261	at Sherlock Holmes w	at Sherlock Holmes h
doyle_scarlet_2_d	26	1.0	10831	12984	?” asked Sherlock Holmes. 	?” asked Sherlock Holmes. 
doyle_scarlet_2_d	20	0.95	10838	18907	d Sherlock Holmes. J	d Sherlock Holmes. “
doyle_scarlet_12_d	20	0.95	3465	11586	What has become of t	What has become of L
doyle_signoffour_2_d	20	0.95	10838	5148	d Sherlock Holmes. J	d Sherlock Holmes. "
doyle_baskervilles_7_u	20	0.95	1885	3721	?” I asked. “Well, i	?” I asked. “Well, h
doyle_baskervilles_7_u	20	0.95	2601	16786	ould not have been t	ould not have been a
doyle_baskervilles_7_u	22	1.0	3175	7570	 I have no doubt that 	 I have no doubt that 
doyle_baskervilles_7_u	20	1.0	8887	6717	 none the worse for 	 none the worse for 
doyle_signoffour_10_d	24	1.0	1322	5594	That seems simple enough	That seems simple enough
doyle_signoffour_10_d	20	0.95	2601	12953	ould not have been t	ould not have been m
doyle_signoffour_10_d	27	0.9629629629629629	2801	422	 made a special study of ci	 made a special study of it
doyle_signoffour_10_d	21	1.0	5974	7739	his conversation had 	his conversation had 
doyle_signoffour_10_d	21	1.0	6955	8201	 from his pocket and 	 from his pocket and 
doyle_signoffour_10_d	21	0.9523809523809523	10246	6650	I went back to the ga	I went back to the ya
doyle_baskervilles_5_u	29	0.9655172413793104	114	5808	 the nearest telegraph office	 the nearest telegraph-office
doyle_baskervilles_5_u	25	1.0	3483	13086	 the cabman who drove the	 the cabman who drove the
doyle_baskervilles_5_u	23	0.9565217391304348	9225	7075	 anyone else.” “There w	 anyone else?” “There w
doyle_baskervilles_5_u	20	0.95	10838	11455	d Sherlock Holmes. J	d Sherlock Holmes. “
doyle_baskervilles_5_u	21	1.0	12275	12355	 as we drove back to 	 as we drove back to 
doyle_signoffour_12_d	20	0.95	3779	26113	 I confess that I ca	 I confess that I ha
doyle_signoffour_12_d	29	1.0	4726	37978	 come to the conclusion that 	 come to the conclusion that 
doyle_signoffour_12_d	22	0.9545454545454546	7048	37711	 from your own lips,” 	 from your own lips, S
doyle_signoffour_12_d	20	0.95	7676	8636	d together at the co	d together at the bo
doyle_signoffour_12_d	21	0.9523809523809523	8952	15439	 on this side o’ the 	 on this side of the 
doyle_signoffour_12_d	20	0.95	10838	49490	d Sherlock Holmes. J	d Sherlock Holmes. "
