TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_adventures_6_d	20	0.95	47	14185	 have been able to q	 have been able to a
doyle_adventures_6_d	20	0.95	138	9174	 Sherlock Holmes. No	 Sherlock Holmes. Fo
doyle_adventures_6_d	22	1.0	2858	32960	ut it might have been 	ut it might have been 
doyle_adventures_6_d	21	0.9523809523809523	3460	19411	 that he could not ha	 that he could not ac
doyle_adventures_6_d	21	0.9523809523809523	8109	44190	 more of the matter, 	 more of the matter u
doyle_adventures_6_d	20	0.95	9937	23228	 what do you think o	 what do you think t
doyle_adventures_6_d	20	1.0	10148	42546	 know that there is 	 know that there is 
doyle_adventures_6_d	20	1.0	10148	47443	 know that there is 	 know that there is 
doyle_adventures_6_d	20	0.95	10263	11412	 know all about it a	 know all about it p
doyle_adventures_6_d	25	0.96	10495	34280	 evident to me that he ha	 evident to me that he wa
doyle_adventures_6_d	22	1.0	12626	38063	 the disappearance of 	 the disappearance of 
doyle_adventures_6_d	23	0.9565217391304348	15059	9169	 with Sherlock Holmes f	 with Sherlock Holmes. 
doyle_adventures_6_d	22	1.0	16016	42546	 know that there is an	 know that there is an
doyle_adventures_6_d	25	0.96	16016	47443	 know that there is anoth	 know that there is anyth
doyle_adventures_6_d	20	0.95	16675	48031	nd it difficult to e	nd it difficult to p
doyle_signoffour_8_d	20	1.0	956	8446	 reaction after the 	 reaction after the 
doyle_signoffour_8_d	32	0.96875	974	8475	e excitements of the night. I am	e excitements of the night. I wa
doyle_signoffour_8_d	30	0.9666666666666667	976	8477	excitements of the night. I am	excitements of the night. I wa
doyle_signoffour_8_d	21	0.9523809523809523	6300	7160	 out of the country i	 out of the country. 
doyle_signoffour_8_d	22	0.9545454545454546	9939	11882	hat do you think of th	hat do you think of it
doyle_signoffour_8_d	20	0.95	10263	17753	 know all about it a	 know all about it i
doyle_signoffour_8_d	26	1.0	16314	4481	I tell you straight, sir, 	I tell you straight, sir, 
doyle_scarlet_8_d	20	1.0	815	3988	s, and the distant b	s, and the distant b
doyle_scarlet_8_d	21	1.0	2863	2950	 might have been the 	 might have been the 
doyle_scarlet_8_d	23	1.0	16671	3029	 found it difficult to 	 found it difficult to 
doyle_adventures_10_d	22	0.9545454545454546	971	21500	 the excitements of th	 the excitement of thi
doyle_adventures_10_d	20	0.95	10635	13907	 information which I	 information which m
doyle_adventures_10_d	24	0.9583333333333334	12626	7891	 the disappearance of hi	 the disappearance of th
doyle_adventures_10_d	24	0.9583333333333334	12626	14121	 the disappearance of hi	 the disappearance of th
doyle_adventures_10_d	20	0.95	15188	18330	 conversation with B	 conversation with h
