TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_baskervilles_4_u	22	0.9545454545454546	715	767	 Mr. Sherlock Holmes' 	 Mr. Sherlock Holmes, 
doyle_baskervilles_4_u	22	0.9545454545454546	2648	18881	 the opportunity of lo	 the opportunity of pl
doyle_baskervilles_4_u	24	0.9583333333333334	9534	7009	There are one or two min	There are one or two ind
doyle_baskervilles_4_u	20	1.0	11651	7010	here are one or two 	here are one or two 
doyle_baskervilles_4_u	22	0.9545454545454546	11704	10507	. You will find it her	. You will find it whe
doyle_baskervilles_4_u	21	1.0	12688	15436	 in the direction of 	 in the direction of 
doyle_baskervilles_4_u	20	0.95	12691	16039	 the direction of th	 the direction of hi
doyle_baskervilles_4_u	20	0.95	14974	899	 I understand that t	 I understand that y
doyle_baskervilles_4_u	20	0.95	14974	11219	 I understand that t	 I understand that o
doyle_baskervilles_4_u	21	0.9523809523809523	16409	12401	 attention, and with 	 attention and with a
doyle_baskervilles_4_u	21	1.0	19559	766	, Mr. Sherlock Holmes	, Mr. Sherlock Holmes
doyle_baskervilles_4_u	23	1.0	20155	3006	 said Sherlock Holmes. 	 said Sherlock Holmes. 
doyle_baskervilles_4_u	23	1.0	20155	11703	 said Sherlock Holmes. 	 said Sherlock Holmes. 
doyle_baskervilles_4_u	31	0.967741935483871	35378	15994	 a little cry of satisfaction. 	 a little cry of satisfaction, 
doyle_baskervilles_4_u	21	1.0	39540	12268	 from his pocket and 	 from his pocket and 
doyle_baskervilles_4_u	22	1.0	44044	896	nt. I understand that 	nt. I understand that 
doyle_baskervilles_4_u	20	0.95	44047	11219	 I understand that i	 I understand that o
doyle_baskervilles_4_u	21	1.0	44674	2983	y. I promise you that	y. I promise you that
doyle_baskervilles_4_u	20	1.0	47951	5003	thing which I could 	thing which I could 
doyle_baskervilles_15_u	21	1.0	257	353	d in connection with 	d in connection with 
doyle_baskervilles_15_u	20	1.0	258	535	 in connection with 	 in connection with 
doyle_baskervilles_15_u	22	0.9545454545454546	2397	9923	 the more difficult it	 the more difficult st
doyle_baskervilles_15_u	20	0.95	3190	1325	, so that it was not	, so that it was nat
doyle_baskervilles_15_u	24	1.0	7803	354	 in connection with the 	 in connection with the 
doyle_baskervilles_15_u	24	1.0	7803	535	 in connection with the 	 in connection with the 
doyle_baskervilles_15_u	23	1.0	7806	14062	 connection with the St	 connection with the St
doyle_baskervilles_15_u	21	1.0	8348	18507	 which may have been 	 which may have been 
doyle_baskervilles_15_u	20	0.95	9493	16054	 the investigation w	 the investigation o
doyle_baskervilles_15_u	22	0.9545454545454546	14694	6918	 nothing to do with th	 nothing to do with it
doyle_baskervilles_15_u	20	0.95	16559	1724	 conversation with h	 conversations with 
doyle_baskervilles_15_u	21	1.0	17223	16893	 the incident of the 	 the incident of the 
doyle_baskervilles_15_u	23	1.0	17297	1442	from the point of view 	from the point of view 
doyle_baskervilles_15_u	22	1.0	17511	16197	 the scene of action. 	 the scene of action. 
doyle_baskervilles_15_u	20	1.0	18816	13575	You have, no doubt, 	You have, no doubt, 
doyle_baskervilles_15_u	20	0.95	22242	16305	 assistance to me." 	 assistance to me. I
doyle_baskervilles_15_u	21	1.0	25249	16893	 the incident of the 	 the incident of the 
doyle_baskervilles_15_u	20	0.95	25729	15753	 that I could not lo	 that I could not do
doyle_baskervilles_15_u	21	0.9523809523809523	26389	12601	 inclined to think at	 inclined to think th
doyle_baskervilles_15_u	26	0.9615384615384616	41603	13765	 some attention to this, a	 some attention to this ma
doyle_baskervilles_15_u	20	0.95	44049	7296	 understand that it 	 understand that in 
doyle_baskervilles_15_u	22	0.9545454545454546	47473	15671	 to the west country, 	 to the west country. 
doyle_adventures_3_d	20	1.0	258	2336	 in connection with 	 in connection with 
doyle_adventures_3_d	20	0.95	719	20644	 Sherlock Holmes' ca	 Sherlock Holmes cla
