TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_signoffour_7_d	20	0.95	14	6175	 Pondicherry Lodge I	 Pondicherry Lodge. 
doyle_signoffour_7_d	25	1.0	53	1535	 o'clock when we reached 	 o'clock when we reached 
doyle_signoffour_7_d	20	0.95	501	6175	 Pondicherry Lodge s	 Pondicherry Lodge. 
doyle_signoffour_7_d	21	1.0	2208	5182	t Mr. Sherlock Holmes	t Mr. Sherlock Holmes
doyle_signoffour_7_d	20	1.0	4469	2787	 through the silent 	 through the silent 
doyle_signoffour_7_d	20	1.0	5778	5091	 children, and there	 children, and there
doyle_signoffour_7_d	23	1.0	5998	19632	 something of the sort 	 something of the sort 
doyle_signoffour_7_d	21	0.9523809523809523	7755	9890	 Bartholomew Sholto i	 Bartholomew Sholto. 
doyle_signoffour_7_d	21	0.9523809523809523	7755	17354	 Bartholomew Sholto i	 Bartholomew Sholto. 
doyle_signoffour_7_d	21	0.9523809523809523	7755	17800	 Bartholomew Sholto i	 Bartholomew Sholto, 
doyle_signoffour_7_d	20	1.0	8405	1690	 Miss Morstan had re	 Miss Morstan had re
doyle_signoffour_7_d	29	1.0	8443	309	 the frightened housekeeper. 	 the frightened housekeeper. 
doyle_signoffour_7_d	20	0.95	10470	9890	 Bartholomew Sholto'	 Bartholomew Sholto.
doyle_signoffour_7_d	20	0.95	10470	17354	 Bartholomew Sholto'	 Bartholomew Sholto.
doyle_signoffour_7_d	20	0.95	10470	17800	 Bartholomew Sholto'	 Bartholomew Sholto,
doyle_signoffour_7_d	21	1.0	10905	22809	e air was heavy with 	e air was heavy with 
doyle_signoffour_7_d	20	0.95	11991	13830	he sign of the four.	he sign of the four,
doyle_signoffour_7_d	20	0.95	12259	14393	n," said I. "It is a	n," said I. "It is m
doyle_signoffour_7_d	22	0.9545454545454546	12832	6463	 standing in the door-	 standing on the door-
doyle_signoffour_7_d	22	1.0	12857	21256	, the very picture of 	, the very picture of 
doyle_adventures_9_d	20	0.95	1009	23243	 the yellow light of	 the yellow light fr
doyle_adventures_9_d	20	0.95	2006	6789	 Sherlock Holmes, ge	 Sherlock Holmes, be
doyle_adventures_9_d	20	1.0	2209	99	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_adventures_9_d	20	1.0	2209	6785	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_adventures_9_d	28	1.0	2659	44233	e," said Holmes, laughing. "	e," said Holmes, laughing. "
doyle_adventures_9_d	20	0.95	3315	38242	I cannot understand 	I cannot understand,
doyle_adventures_9_d	20	0.95	4064	4701	 perhaps you would n	 perhaps you would k
doyle_adventures_9_d	20	1.0	6123	39879	," said Holmes. "The	," said Holmes. "The
doyle_adventures_9_d	21	1.0	7411	4638	s bloodless cheeks. "	s bloodless cheeks. "
doyle_adventures_9_d	20	0.95	8966	27797	side, however, and b	side, however, and p
doyle_adventures_9_d	21	0.9523809523809523	9130	6788	. Sherlock Holmes ben	. Sherlock Holmes, be
doyle_adventures_9_d	20	1.0	11466	11878	t seemed to me that 	t seemed to me that 
doyle_adventures_9_d	21	1.0	12928	34261	. Suddenly, however, 	. Suddenly, however, 
doyle_scarlet_7_d	20	1.0	2209	12373	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_scarlet_7_d	21	0.9523809523809523	7367	3117	 which brought the co	 which brought the Bo
doyle_scarlet_7_d	22	1.0	8195	10918	 appeared to me to be 	 appeared to me to be 
doyle_scarlet_7_d	27	1.0	8945	3190	 was locked on the inside, 	 was locked on the inside, 
doyle_scarlet_7_d	20	0.95	9130	8875	. Sherlock Holmes be	. Sherlock Holmes’ e
doyle_scarlet_7_d	22	0.9545454545454546	9423	17280	 into the room, and it	 into the room, and th
doyle_scarlet_7_d	20	0.95	10638	15217	 the door, and the t	 the door, and the s
doyle_scarlet_7_d	20	1.0	11309	13524	 with his head sunk 	 with his head sunk 
doyle_scarlet_7_d	23	1.0	11463	11093	. It seemed to me that 	. It seemed to me that 
doyle_scarlet_13_d	24	0.9583333333333334	10076	15528	 that he had mentioned t	 that he had mentioned, 
doyle_scarlet_13_d	20	1.0	10444	11329	 we found ourselves 	 we found ourselves 
doyle_scarlet_13_d	20	0.95	11874	2654	 he said, with a sig	 he said, with a smi
doyle_scarlet_3_d	20	0.95	2004	8796	ed Sherlock Holmes, 	ed Sherlock Holmes. 
doyle_scarlet_3_d	20	0.95	2081	12059	 you remember the am	 you remember the ca
doyle_scarlet_3_d	20	1.0	2209	17259	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_scarlet_3_d	20	0.95	3407	14838	 that we should be h	 that we should be g
doyle_scarlet_3_d	24	1.0	6310	7759	t the door of the house 	t the door of the house 
doyle_scarlet_3_d	29	0.9655172413793104	7596	2408	ed that something was amiss, 	ed that something was amiss. 
doyle_scarlet_3_d	20	0.95	8189	14948	 which appeared to m	 which appeared to y
doyle_scarlet_3_d	20	0.95	11815	8399	 Holmes glanced at i	 Holmes glanced at m
doyle_signoffour_3_d	20	0.95	1211	785	o? You surprise me! 	o? You surprise me. 
doyle_signoffour_3_d	22	0.9545454545454546	2005	1881	d Sherlock Holmes, gen	d Sherlock Holmes, pen
doyle_signoffour_3_d	21	1.0	5216	4374	. Miss Morstan and I 	. Miss Morstan and I 
doyle_signoffour_3_d	20	0.95	11212	2863	 together. By the ta	 together. By the wa
doyle_signoffour_3_d	20	1.0	11990	3719	The sign of the four	The sign of the four
