TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_scarlet_8_d	20	0.95	2137	15806	is face assumed an o	is face assumed an e
doyle_scarlet_8_d	20	0.95	10520	4750	 on the ground withi	 on the ground with 
doyle_adventures_10_d	22	1.0	5567	3566	 I hope that you will 	 I hope that you will 
doyle_adventures_10_d	20	1.0	6433	2027	." "My dear fellow, 	." "My dear fellow, 
doyle_adventures_10_d	21	0.9523809523809523	10245	454	 Sherlock Holmes and 	 Sherlock Holmes had 
doyle_adventures_10_d	21	0.9523809523809523	12133	11854	 ring at the bell, an	 ring at the bell, Wa
doyle_adventures_10_d	20	1.0	13253	10970	 the whereabouts of 	 the whereabouts of 
doyle_adventures_10_d	21	1.0	17562	38136	 is more than I can t	 is more than I can t
doyle_baskervilles_1_u	21	1.0	10241	1	 Mr. Sherlock Holmes 	 Mr. Sherlock Holmes 
doyle_baskervilles_1_u	21	1.0	10241	10289	 Mr. Sherlock Holmes 	 Mr. Sherlock Holmes 
doyle_baskervilles_1_u	20	0.95	11394	11464	that it was no mere 	that it was not mere
doyle_baskervilles_1_u	20	0.95	15040	702	hat do you make of a	hat do you make of i
doyle_baskervilles_1_u	20	0.95	15040	1010	hat do you make of a	hat do you make of o
doyle_adventures_12_d	25	0.96	4519	23002	 easy in my mind about it	 easy in my mind about th
doyle_adventures_12_d	20	0.95	6515	2139	 on either side of t	 on either side of a
doyle_adventures_12_d	22	1.0	6868	6823	 anything which would 	 anything which would 
doyle_adventures_12_d	20	0.95	7876	39827	 do you think that i	 do you think that I
doyle_adventures_12_d	23	1.0	8949	50286	 there was a chance of 	 there was a chance of 
doyle_adventures_12_d	20	0.95	9384	23142	. When I came down t	. When I came down, 
doyle_adventures_12_d	22	0.9545454545454546	10244	2479	. Sherlock Holmes and 	. Sherlock Holmes had 
doyle_adventures_12_d	21	0.9523809523809523	13844	47746	ed down the stairs, a	ed down the stairs as
doyle_adventures_12_d	20	0.95	13844	47923	ed down the stairs, 	ed down the stairs t
doyle_adventures_12_d	20	0.95	14170	44858	e can do nothing but	e can do nothing unt
doyle_adventures_12_d	25	1.0	15235	12921	 I was inclined to think 	 I was inclined to think 
doyle_adventures_12_d	22	1.0	18244	40400	 until I found myself 	 until I found myself 
doyle_baskervilles_3_u	20	1.0	1604	1733	 on the edge of the 	 on the edge of the 
doyle_baskervilles_3_u	20	0.95	7876	11195	 do you think that i	 do you think that I
doyle_baskervilles_3_u	22	1.0	15037	13951	. What do you make of 	. What do you make of 
doyle_baskervilles_3_u	20	0.95	18250	9806	 I found myself in d	 I found myself in t
doyle_baskervilles_12_u	20	0.95	2360	10446	 the door of the hou	 the door of the hut
doyle_baskervilles_12_u	23	1.0	6515	15013	 on either side of the 	 on either side of the 
doyle_baskervilles_12_u	20	1.0	10241	20967	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_baskervilles_12_u	21	0.9523809523809523	11272	18592	 communicated with th	 communicate with the
doyle_adventures_4_d	20	0.95	1606	35186	n the edge of the wh	n the edge of the wo
doyle_adventures_4_d	21	0.9523809523809523	2094	39504	 Sherlock Holmes look	 Sherlock Holmes took
doyle_adventures_4_d	21	0.9523809523809523	5992	43473	," said Holmes, as we	," said Holmes, answe
doyle_adventures_4_d	20	0.95	6434	8824	" "My dear fellow, i	" "My dear fellow, I
doyle_adventures_4_d	22	0.9545454545454546	10168	24019	ted from his father ha	ted from his father, a
doyle_adventures_4_d	22	0.9545454545454546	10241	715	 Mr. Sherlock Holmes a	 Mr. Sherlock Holmes' 
doyle_adventures_4_d	20	1.0	10241	19560	 Mr. Sherlock Holmes	 Mr. Sherlock Holmes
doyle_adventures_4_d	20	0.95	10244	31525	. Sherlock Holmes an	. Sherlock Holmes wa
doyle_adventures_4_d	21	0.9523809523809523	11393	9878	 that it was no mere 	 that it was no more 
doyle_adventures_4_d	22	0.9545454545454546	13903	22694	 down the street. "If 	 down the street. "I a
doyle_adventures_4_d	22	0.9545454545454546	13969	49733	," said Holmes, as he 	," said Holmes as the 
doyle_adventures_4_d	25	1.0	15235	26383	 I was inclined to think 	 I was inclined to think 
doyle_adventures_4_d	20	1.0	15971	34922	 What have we here? 	 What have we here? 
doyle_baskervilles_4_u	20	0.95	326	6743	 should have been cr	 should have been wr
doyle_baskervilles_4_u	21	1.0	6521	16140	ther side of the stre	ther side of the stre
doyle_baskervilles_4_u	20	0.95	7879	3926	 you think that is t	 you think that is a
doyle_baskervilles_4_u	22	0.9545454545454546	10241	767	 Mr. Sherlock Holmes a	 Mr. Sherlock Holmes, 
doyle_baskervilles_4_u	23	0.9565217391304348	11881	3811	What do you think of it	What do you think of th
doyle_baskervilles_4_u	22	0.9545454545454546	13846	15315	 down the stairs, and 	 down the stairs and i
doyle_baskervilles_4_u	20	1.0	15039	2560	What do you make of 	What do you make of 
doyle_baskervilles_15_u	20	0.95	700	18369	It only remains to f	It only remains to i
doyle_baskervilles_15_u	20	0.95	6515	95	 on either side of t	 on either side of a
doyle_baskervilles_15_u	20	1.0	8420	15180	 was conscious of a 	 was conscious of a 
doyle_baskervilles_15_u	20	0.95	9321	10847	 Baker Street and a 	 Baker Street and af
doyle_baskervilles_15_u	20	0.95	15241	12601	 inclined to think s	 inclined to think t
doyle_adventures_3_d	20	0.95	1490	9686	," said Holmes. "The	," said Holmes. "Thi
doyle_adventures_3_d	20	0.95	2094	26083	 Sherlock Holmes loo	 Sherlock Holmes alo
doyle_adventures_3_d	22	1.0	4658	28271	ow could you possibly 	ow could you possibly 
doyle_adventures_3_d	20	0.95	4749	1416	 quite understand ho	 quite understand yo
doyle_adventures_3_d	22	0.9545454545454546	6434	24144	" "My dear fellow, it 	" "My dear fellow, is 
doyle_adventures_3_d	23	1.0	6515	69	 on either side of the 	 on either side of the 
doyle_adventures_3_d	20	0.95	6518	21621	 either side of the 	 either side of her 
doyle_adventures_3_d	20	0.95	10244	18868	. Sherlock Holmes an	. Sherlock Holmes sa
doyle_adventures_3_d	23	0.9565217391304348	12429	5547	s." As he spoke, there 	s." As he spoke there w
doyle_adventures_3_d	23	1.0	13178	24633	t is just as well that 	t is just as well that 
doyle_adventures_3_d	20	0.95	13966	7595	her," said Holmes, a	her," said Holmes, "
doyle_adventures_3_d	23	0.9565217391304348	14167	24718	, we can do nothing but	, we can do nothing unt
doyle_adventures_1_d	20	0.95	698	9227	. It only remains to	. It only remains, t
doyle_adventures_1_d	20	0.95	1490	11684	," said Holmes. "The	," said Holmes. "Thi
doyle_adventures_1_d	20	0.95	4242	17713	" said Holmes, with 	" said Holmes with a
doyle_adventures_1_d	20	0.95	4571	14569	," said Holmes, shru	," said Holmes, shut
doyle_adventures_1_d	20	0.95	9320	31019	t Baker Street and a	t Baker Street, and 
doyle_adventures_1_d	20	0.95	9321	39893	 Baker Street and a 	 Baker Street and ha
doyle_adventures_1_d	22	0.9545454545454546	9487	37254	," said he, laughing, 	," said he, laughing. 
doyle_adventures_1_d	22	0.9545454545454546	10241	43684	 Mr. Sherlock Holmes a	 Mr. Sherlock Holmes. 
doyle_adventures_1_d	22	0.9545454545454546	10241	44345	 Mr. Sherlock Holmes a	 Mr. Sherlock Holmes, 
