TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_baskervilles_7_u	24	0.9583333333333334	2856	5998	 over his shoulder, and 	 over his shoulder and h
doyle_baskervilles_7_u	20	0.95	4317	5998	 over his shoulder, 	 over his shoulder a
doyle_baskervilles_7_u	23	1.0	4752	13445	t it was impossible to 	t it was impossible to 
doyle_baskervilles_7_u	20	0.95	4940	2096	t he had taken the w	t he had taken the o
doyle_baskervilles_7_u	20	1.0	8378	1097	e, but there was no 	e, but there was no 
doyle_baskervilles_7_u	22	0.9545454545454546	8378	20470	e, but there was no si	e, but there was no ri
doyle_baskervilles_7_u	20	0.95	12688	5998	 over his shoulder, 	 over his shoulder a
doyle_baskervilles_7_u	21	0.9523809523809523	12991	19782	 the effects of the h	 the effect of the wh
doyle_signoffour_10_d	20	0.95	2856	16645	 over his shoulder, 	 over his shoulders 
doyle_signoffour_10_d	20	0.95	4317	16645	 over his shoulder, 	 over his shoulders 
doyle_signoffour_10_d	21	1.0	4883	3690	 he was sure that he 	 he was sure that he 
doyle_signoffour_10_d	27	1.0	8379	17283	, but there was no sign of 	, but there was no sign of 
doyle_signoffour_10_d	20	0.95	12688	16645	 over his shoulder, 	 over his shoulders 
doyle_signoffour_12_d	20	0.95	2278	12473	 the middle of the s	 the middle of the f
doyle_signoffour_12_d	20	1.0	4987	26519	, but with the same 	, but with the same 
doyle_signoffour_12_d	22	0.9545454545454546	5042	34178	, and it was almost da	, and it was almost as
doyle_signoffour_12_d	22	1.0	8344	46657	 to see if there was a	 to see if there was a
doyle_signoffour_12_d	20	0.95	8818	10830	 there was nothing e	 there was nothing b
doyle_signoffour_12_d	24	0.9583333333333334	9400	27716	 where he had dropped th	 where he had dropped it
doyle_signoffour_12_d	20	0.95	11824	26221	 which he had been l	 which he had been c
doyle_signoffour_12_d	20	1.0	12556	941	s expression, while 	s expression, while 
doyle_signoffour_12_d	22	1.0	18110	43780	t chanced, however, th	t chanced, however, th
doyle_signoffour_12_d	21	0.9523809523809523	18364	18426	ed to him that they w	ed to him that the wh
doyle_adventures_2_d	22	1.0	473	42595	 on either side of the	 on either side of the
doyle_adventures_2_d	20	0.95	2278	20447	 the middle of the s	 the middle of the p
doyle_adventures_2_d	21	0.9523809523809523	4895	21718	 that he had never se	 that he had never he
doyle_adventures_2_d	21	1.0	7445	41688	 the direction of the	 the direction of the
doyle_adventures_2_d	21	0.9523809523809523	8818	4089	 there was nothing el	 there was nothing re
doyle_adventures_2_d	20	0.95	8818	6021	 there was nothing e	 there was nothing i
doyle_adventures_2_d	20	0.95	8818	46393	 there was nothing e	 there was nothing i
doyle_adventures_2_d	21	0.9523809523809523	9596	40872	 back through the mou	 back through the hou
doyle_adventures_2_d	20	0.95	10242	38547	e of the principal s	e of the principal L
doyle_adventures_2_d	21	1.0	10784	29050	t was difficult to re	t was difficult to re
doyle_adventures_2_d	20	0.95	11305	28506	 know something of t	 know something of S
doyle_adventures_2_d	36	0.9722222222222222	13429	45169	 in the early hours of the morning, 	 in the early hours of the morning a
doyle_baskervilles_14_u	23	1.0	472	901	s on either side of the	s on either side of the
doyle_baskervilles_14_u	22	1.0	473	3382	 on either side of the	 on either side of the
doyle_baskervilles_14_u	21	1.0	8382	13675	ut there was no sign 	ut there was no sign 
doyle_baskervilles_14_u	20	0.95	9062	17064	 whom he had lived. 	 whom he had loved. 
doyle_baskervilles_14_u	24	1.0	12575	8730	 its eyes glowed with a 	 its eyes glowed with a 
doyle_baskervilles_14_u	20	0.95	12750	16055	 the heart of the mo	 the heart of the mi
doyle_baskervilles_14_u	20	0.95	15579	10644	 that there was no r	 that there was no s
doyle_baskervilles_10_u	21	0.9523809523809523	11396	15455	 a few questions. We 	 a few questions. “We
doyle_baskervilles_10_u	20	0.95	12750	18915	 the heart of the mo	 the heart of the my
doyle_baskervilles_10_u	21	1.0	14197	8155	 had it not been for 	 had it not been for 
doyle_baskervilles_10_u	20	0.95	15230	4410	. After a time they 	. After a time the b
doyle_adventures_6_d	20	0.95	1588	17081	 the whole of that d	 the whole of that f
doyle_adventures_6_d	20	0.95	2856	29662	 over his shoulder, 	 over his shoulder. 
doyle_adventures_6_d	20	0.95	4317	29662	 over his shoulder, 	 over his shoulder. 
doyle_adventures_6_d	21	0.9523809523809523	4650	15511	 in which he found hi	 in which she found h
doyle_adventures_6_d	20	1.0	8386	17039	here was no sign of 	here was no sign of 
doyle_adventures_6_d	21	1.0	10784	8503	t was difficult to re	t was difficult to re
doyle_adventures_6_d	20	0.95	10961	12640	 satisfied himself a	 satisfied himself t
doyle_adventures_6_d	20	0.95	12688	29662	 over his shoulder, 	 over his shoulder. 
doyle_adventures_6_d	20	1.0	13032	14800	 which she had been 	 which she had been 
